# cadence BJD stars_used sigma X_0 X_x X_y X_xx X_xy X_yy Y_0 Y_x Y_y Y_xx Y_xy Y_yy
125283 2457501.91391 320 0.0342 -3.2462704389e+05 1.4894180466e+03 -1.6942306088e+03 -9.5771987451e-01 6.9860728690e+00 -2.8490304191e-01 -1.5836942070e+05 1.5927919460e+03 1.3251796381e+03 -3.3833628201e+00 -1.7657768418e+00 -5.6134242240e-01
125284 2457501.93435 1190 0.0441 -3.2709297178e+05 1.5083056320e+03 -1.6895866745e+03 -9.9330081468e-01 6.9792730386e+00 -2.3570368166e-01 -1.5465857880e+05 1.5630599855e+03 1.3055512751e+03 -3.3248548535e+00 -1.7068088840e+00 -6.2772661189e-01
125285 2457501.95478 899 0.0411 -3.2946459819e+05 1.5265849645e+03 -1.6841081397e+03 -1.0285374555e+00 6.9578693387e+00 -2.4038163396e-01 -1.5619089774e+05 1.5752603981e+03 1.3127571724e+03 -3.3486960036e+00 -1.7272379874e+00 -5.9776591115e-01
125286 2457501.97521 712 0.0417 -3.2560888316e+05 1.4966797703e+03 -1.6951556288e+03 -9.7033059197e-01 7.0047912507e+00 -2.1367078038e-01 -1.5610119986e+05 1.5746567375e+03 1.3133753941e+03 -3.3479959015e+00 -1.7351610051e+00 -6.2369122533e-01
125287 2457501.99563 30 0.2791 -4.8633724656e+05 2.7061616756e+03 -1.5848077620e+03 -3.2843376977e+00 5.8628947682e+00 -3.6465447606e+00 -6.0059069122e+04 8.8647653070e+02 1.5738407600e+03 -2.1012394740e+00 -2.4102790273e+00 7.4218494829e-01
125288 2457502.01609 2392 0.0543 -3.2684733930e+05 1.5066561273e+03 -1.6875084793e+03 -9.9047348622e-01 6.9735637774e+00 -2.2362339130e-01 -1.5493620111e+05 1.5664406359e+03 1.3189970097e+03 -3.3331120650e+00 -1.7478401886e+00 -5.8583594319e-01
125289 2457502.03653 2671 0.0427 -3.2740608895e+05 1.5108953293e+03 -1.6868620403e+03 -9.9863012717e-01 6.9688648835e+00 -2.3470938911e-01 -1.5500529292e+05 1.5667985607e+03 1.3175165053e+03 -3.3335458425e+00 -1.7434176500e+00 -5.9084682265e-01
125290 2457502.05696 2910 0.0417 -3.2748117175e+05 1.5115719997e+03 -1.6858134615e+03 -9.9996200009e-01 6.9676818075e+00 -2.2217512771e-01 -1.5537388779e+05 1.5693746886e+03 1.3158185811e+03 -3.3381046025e+00 -1.7385317946e+00 -5.9751509230e-01
125291 2457502.07740 2728 0.0428 -3.2723090096e+05 1.5096256163e+03 -1.6866243889e+03 -9.9628591572e-01 6.9687769777e+00 -2.3140158243e-01 -1.5463439180e+05 1.5636295543e+03 1.3135206937e+03 -3.3269888197e+00 -1.7304236054e+00 -5.9960410346e-01
125292 2457502.09783 2417 0.0423 -3.2810757047e+05 1.5158973533e+03 -1.6891132511e+03 -1.0075393887e+00 6.9769828664e+00 -2.3658561829e-01 -1.5493212205e+05 1.5661269477e+03 1.3160476513e+03 -3.3320785592e+00 -1.7383059265e+00 -5.9241115533e-01
125293 2457502.11827 2717 0.0429 -3.2862765657e+05 1.5200034757e+03 -1.6869817365e+03 -1.0154893906e+00 6.9714293527e+00 -2.2559900210e-01 -1.5580250638e+05 1.5725502512e+03 1.3153793888e+03 -3.3440521884e+00 -1.7381301948e+00 -6.0317115446e-01
125294 2457502.13870 2770 0.0430 -3.3107812549e+05 1.5385153063e+03 -1.6847408053e+03 -1.0504567405e+00 6.9628299037e+00 -2.2696289739e-01 -1.5606329545e+05 1.5744694833e+03 1.3150155673e+03 -3.3475830538e+00 -1.7367883484e+00 -6.0321566910e-01
125295 2457502.15913 2262 0.0419 -3.2983551796e+05 1.5289496967e+03 -1.6875259250e+03 -1.0321146796e+00 6.9722768818e+00 -2.3152815293e-01 -1.5623124059e+05 1.5759159707e+03 1.3167611450e+03 -3.3506567550e+00 -1.7435886699e+00 -6.0457813475e-01
125296 2457502.17957 2542 0.0408 -3.3095613386e+05 1.5372057195e+03 -1.6884270345e+03 -1.0472429800e+00 6.9770295774e+00 -2.2521148959e-01 -1.5543601915e+05 1.5697571104e+03 1.3145153361e+03 -3.3387461299e+00 -1.7351647610e+00 -6.0426361328e-01
125297 2457502.20001 2669 0.0420 -3.2961330573e+05 1.5272887872e+03 -1.6876264279e+03 -1.0288864670e+00 6.9749400563e+00 -2.2121791044e-01 -1.5590461797e+05 1.5728818593e+03 1.3109456572e+03 -3.3439588971e+00 -1.7232807217e+00 -6.1084916256e-01
125298 2457502.22045 2745 0.0429 -3.2948232146e+05 1.5261804193e+03 -1.6888629685e+03 -1.0266540585e+00 6.9780595451e+00 -2.2831076694e-01 -1.5634328789e+05 1.5761165361e+03 1.3105680096e+03 -3.3500398077e+00 -1.7240835955e+00 -6.2110454024e-01
125299 2457502.24088 1530 0.0398 -3.2944533556e+05 1.5260835547e+03 -1.6871694094e+03 -1.0267751061e+00 6.9723277408e+00 -2.2576377764e-01 -1.5495774486e+05 1.5655802055e+03 1.3084822233e+03 -3.3300251942e+00 -1.7164606163e+00 -6.2172993676e-01
125300 2457502.26132 2979 0.0560 -3.2752140125e+05 1.5115836607e+03 -1.6883369914e+03 -9.9948943423e-01 6.9764463979e+00 -2.2408629068e-01 -1.5525103379e+05 1.5688138325e+03 1.3194832636e+03 -3.3375922846e+00 -1.7498104130e+00 -5.8666957420e-01
125301 2457502.28175 2578 0.0416 -3.2867503554e+05 1.5199929954e+03 -1.6901391033e+03 -1.0149055083e+00 6.9812393352e+00 -2.3341532448e-01 -1.5481692009e+05 1.5653306084e+03 1.3171618528e+03 -3.3307586139e+00 -1.7433349211e+00 -5.9667202238e-01
125302 2457502.30219 2498 0.0415 -3.2862577157e+05 1.5199079273e+03 -1.6875630919e+03 -1.0153181365e+00 6.9707489753e+00 -2.3788646919e-01 -1.5487789796e+05 1.5658505285e+03 1.3176251249e+03 -3.3317824736e+00 -1.7438306281e+00 -5.9094209397e-01
125303 2457502.32262 2939 0.0429 -3.2773860105e+05 1.5132998145e+03 -1.6875475529e+03 -1.0029256260e+00 6.9723072788e+00 -2.3049537718e-01 -1.5514639010e+05 1.5677753541e+03 1.3168544878e+03 -3.3352799795e+00 -1.7419463980e+00 -5.9549064379e-01
125304 2457502.34306 2703 0.0413 -3.2793178339e+05 1.5147990695e+03 -1.6870209604e+03 -1.0058066009e+00 6.9707543153e+00 -2.2879958365e-01 -1.5540582857e+05 1.5697757228e+03 1.3173716885e+03 -3.3390479685e+00 -1.7423157462e+00 -5.8818632830e-01
125305 2457502.36350 2518 0.0424 -3.2820963782e+05 1.5170404141e+03 -1.6855093587e+03 -1.0102906887e+00 6.9652795221e+00 -2.2828251678e-01 -1.5562979763e+05 1.5714150698e+03 1.3169605052e+03 -3.3421371579e+00 -1.7424781708e+00 -5.9607380332e-01
125306 2457502.38393 2779 0.0420 -3.2850140960e+05 1.5192344707e+03 -1.6853417211e+03 -1.0144495855e+00 6.9639890119e+00 -2.3157193598e-01 -1.5528970773e+05 1.5688970375e+03 1.3170346312e+03 -3.3374030031e+00 -1.7413725781e+00 -5.8954141745e-01
125307 2457502.40437 2766 0.0422 -3.3015285261e+05 1.5315581959e+03 -1.6852859723e+03 -1.0373649892e+00 6.9651672944e+00 -2.2534218425e-01 -1.5497926720e+05 1.5665454420e+03 1.3165858349e+03 -3.3330575902e+00 -1.7416923515e+00 -5.9877888083e-01
125309 2457502.44524 2639 0.0417 -3.2955190551e+05 1.5267276841e+03 -1.6885939769e+03 -1.0275863093e+00 6.9797418292e+00 -2.1527808455e-01 -1.5514531359e+05 1.5672661841e+03 1.3115193179e+03 -3.3335756778e+00 -1.7254024717e+00 -6.1083352306e-01
125310 2457502.46567 2268 0.0436 -3.3108746336e+05 1.5382138409e+03 -1.6882638937e+03 -1.0491350414e+00 6.9771928116e+00 -2.2164192512e-01 -1.5722343367e+05 1.5826328955e+03 1.3103055335e+03 -3.3620171392e+00 -1.7215486926e+00 -6.1389831212e-01
125311 2457502.48611 2500 0.0410 -3.2988485326e+05 1.5294591868e+03 -1.6862739968e+03 -1.0332980688e+00 6.9681212751e+00 -2.2962240038e-01 -1.5584710936e+05 1.5724108972e+03 1.3105026789e+03 -3.3431060040e+00 -1.7235727802e+00 -6.1993332075e-01
125312 2457502.50654 2964 0.0557 -3.2669942593e+05 1.5055107778e+03 -1.6878932038e+03 -9.8838791530e-01 6.9725613956e+00 -2.3509554223e-01 -1.5544003140e+05 1.5701155778e+03 1.3183120584e+03 -3.3398695078e+00 -1.7463839248e+00 -5.9090639247e-01
125313 2457502.52698 2811 0.0430 -3.2786336482e+05 1.5142574578e+03 -1.6872839594e+03 -1.0047779111e+00 6.9710220954e+00 -2.3191399881e-01 -1.5523048800e+05 1.5685559802e+03 1.3182747942e+03 -3.3369749165e+00 -1.7463789348e+00 -5.9147896095e-01
125314 2457502.54742 2913 0.0414 -3.2759804658e+05 1.5123587622e+03 -1.6865972320e+03 -1.0013227900e+00 6.9696375271e+00 -2.2662020908e-01 -1.5525702368e+05 1.5685514049e+03 1.3162937370e+03 -3.3366523476e+00 -1.7401700702e+00 -5.9690274020e-01
125315 2457502.56785 2617 0.0426 -3.2756841656e+05 1.5121790305e+03 -1.6862939147e+03 -1.0010448722e+00 6.9688416029e+00 -2.2533660634e-01 -1.5537554900e+05 1.5690493507e+03 1.3125554438e+03 -3.3368766807e+00 -1.7265093960e+00 -5.9808219139e-01
125316 2457502.58829 2897 0.0419 -3.2881801784e+05 1.5215280027e+03 -1.6859837628e+03 -1.0185892205e+00 6.9665715126e+00 -2.3073100958e-01 -1.5537105239e+05 1.5694537051e+03 1.3165514759e+03 -3.3383777520e+00 -1.7401300153e+00 -5.9212618531e-01
125317 2457502.60872 2769 0.0416 -3.2927347760e+05 1.5248559295e+03 -1.6866396775e+03 -1.0246256270e+00 6.9697386496e+00 -2.2759561349e-01 -1.5544030122e+05 1.5697211255e+03 1.3141427908e+03 -3.3385308154e+00 -1.7333665129e+00 -6.0243191807e-01
125318 2457502.62916 2910 0.0425 -3.3001957713e+05 1.5303064234e+03 -1.6877085900e+03 -1.0345473333e+00 6.9742287548e+00 -2.2546377310e-01 -1.5568450655e+05 1.5715290218e+03 1.3138961564e+03 -3.3419430195e+00 -1.7336962120e+00 -6.0825925822e-01
125319 2457502.64959 2722 0.0415 -3.3017727193e+05 1.5314607281e+03 -1.6879062535e+03 -1.0366419719e+00 6.9752640258e+00 -2.2424139310e-01 -1.5560955719e+05 1.5707717829e+03 1.3119519665e+03 -3.3401834635e+00 -1.7268527777e+00 -6.1009487709e-01
125320 2457502.67003 2683 0.0420 -3.2895269517e+05 1.5223668220e+03 -1.6876249842e+03 -1.0196917752e+00 6.9754304007e+00 -2.1888687591e-01 -1.5599751190e+05 1.5736464665e+03 1.3116601043e+03 -3.3455741772e+00 -1.7269888774e+00 -6.1573709376e-01
125321 2457502.69046 2205 0.0412 -3.2955980944e+05 1.5269850820e+03 -1.6867759299e+03 -1.0285568453e+00 6.9706638876e+00 -2.2643781551e-01 -1.5587636076e+05 1.5727911625e+03 1.3120235583e+03 -3.3441389472e+00 -1.7296464317e+00 -6.2178473586e-01
125322 2457502.71090 2253 0.0408 -3.2925810319e+05 1.5245344602e+03 -1.6886161263e+03 -1.0237428593e+00 6.9750776286e+00 -2.3816088632e-01 -1.5607872019e+05 1.5741885970e+03 1.3108789886e+03 -3.3463765709e+00 -1.7223904716e+00 -6.0773886866e-01
125323 2457502.73131 238 0.0384 -3.2629053911e+05 1.4991663651e+03 -1.7193719403e+03 -9.6980571974e-01 7.1010750093e+00 -1.8543673739e-01 -1.5800793166e+05 1.5863357930e+03 1.2894993389e+03 -3.3642124639e+00 -1.6308076686e+00 -5.5228392995e-01
125324 2457502.75177 2404 0.0596 -3.2873695307e+05 1.5206522983e+03 -1.6882210649e+03 -1.0163648377e+00 6.9767376070e+00 -2.2070496466e-01 -1.5479158108e+05 1.5653733218e+03 1.3193188225e+03 -3.3310805427e+00 -1.7478731975e+00 -5.8048366881e-01
125325 2457502.77220 2663 0.0418 -3.2877678573e+05 1.5210028409e+03 -1.6878019095e+03 -1.0172028162e+00 6.9734737723e+00 -2.2933744437e-01 -1.5414707863e+05 1.5601939204e+03 1.3156515568e+03 -3.3208693245e+00 -1.7367920210e+00 -5.9235716173e-01
125326 2457502.79264 2370 0.0417 -3.2838495755e+05 1.5180564295e+03 -1.6881403891e+03 -1.0117577911e+00 6.9729632576e+00 -2.3781878695e-01 -1.5536561159e+05 1.5696287847e+03 1.3188822285e+03 -3.3390219872e+00 -1.7472520143e+00 -5.8496125663e-01
125327 2457502.81308 2769 0.0414 -3.2834216633e+05 1.5181793626e+03 -1.6840715945e+03 -1.0126468426e+00 6.9608403380e+00 -2.2378479533e-01 -1.5511136148e+05 1.5676102267e+03 1.3176131758e+03 -3.3351606217e+00 -1.7449498038e+00 -5.9622924361e-01
125328 2457502.83351 2712 0.0417 -3.2824774526e+05 1.5172707700e+03 -1.6860262874e+03 -1.0106013287e+00 6.9675380115e+00 -2.2684902516e-01 -1.5606652920e+05 1.5744996532e+03 1.3153573036e+03 -3.3475410017e+00 -1.7360028318e+00 -5.9363583748e-01
125329 2457502.85395 2612 0.0425 -3.2898223274e+05 1.5227160153e+03 -1.6863308449e+03 -1.0207396242e+00 6.9677784889e+00 -2.3125705563e-01 -1.5569139078e+05 1.5718036542e+03 1.3161785074e+03 -3.3427268095e+00 -1.7395002924e+00 -5.9567117815e-01
125330 2457502.87438 2519 0.0408 -3.3053874095e+05 1.5340675848e+03 -1.6886656215e+03 -1.0413804094e+00 6.9772960637e+00 -2.2775638529e-01 -1.5582781398e+05 1.5727850579e+03 1.3157187132e+03 -3.3444884129e+00 -1.7377724999e+00 -5.9557304079e-01
125331 2457502.89482 2610 0.0412 -3.2974868571e+05 1.5283524946e+03 -1.6871146846e+03 -1.0309779548e+00 6.9729287072e+00 -2.2135718318e-01 -1.5569338030e+05 1.5714828033e+03 1.3127786938e+03 -3.3416755872e+00 -1.7300530466e+00 -6.1064211934e-01
125332 2457502.91526 2515 0.0428 -3.2939567892e+05 1.5253258145e+03 -1.6908435111e+03 -1.0245755425e+00 6.9872844609e+00 -2.1940421870e-01 -1.5609569485e+05 1.5744141825e+03 1.3120345721e+03 -3.3470478374e+00 -1.7279356112e+00 -6.1362748644e-01
125333 2457502.93569 1997 0.0430 -3.2827970421e+05 1.5169599295e+03 -1.6912721857e+03 -1.0089365730e+00 6.9881194949e+00 -2.2324577002e-01 -1.5678022333e+05 1.5794069211e+03 1.3108559915e+03 -3.3561493157e+00 -1.7235807115e+00 -6.1373432601e-01
125334 2457502.95611 2128 0.0388 -3.3029608130e+05 1.5324309421e+03 -1.6871211898e+03 -1.0387107410e+00 6.9703218614e+00 -2.3441299498e-01 -1.5619205616e+05 1.5754732024e+03 1.3149423184e+03 -3.3494441581e+00 -1.7348024595e+00 -5.9493288538e-01
125335 2457502.97655 329 0.0368 -3.3114765702e+05 1.5398515736e+03 -1.6770891744e+03 -1.0545576362e+00 6.9325148746e+00 -2.3678571479e-01 -1.5490219105e+05 1.5662863458e+03 1.3186706661e+03 -3.3325499177e+00 -1.7380053365e+00 -5.4488452576e-01
125337 2457503.01743 2313 0.0419 -3.2963867716e+05 1.5276618550e+03 -1.6858526161e+03 -1.0299214502e+00 6.9684624588e+00 -2.1990658199e-01 -1.5465946297e+05 1.5636133627e+03 1.3113646558e+03 -3.3266378640e+00 -1.7234753821e+00 -6.0460679660e-01
125338 2457503.03786 2209 0.0413 -3.2986691706e+05 1.5291787198e+03 -1.6875967937e+03 -1.0325458685e+00 6.9722973302e+00 -2.3253076626e-01 -1.5552516219e+05 1.5705420623e+03 1.3157991522e+03 -3.3404349888e+00 -1.7399790096e+00 -6.0444718836e-01
125339 2457503.05830 2570 0.0425 -3.3016417496e+05 1.5314212416e+03 -1.6873839968e+03 -1.0367028802e+00 6.9728480512e+00 -2.2628778224e-01 -1.5596025876e+05 1.5736078626e+03 1.3140737138e+03 -3.3458497554e+00 -1.7341586251e+00 -6.0731088223e-01
125340 2457503.07874 2899 0.0414 -3.2964849337e+05 1.5275255888e+03 -1.6878768324e+03 -1.0292948609e+00 6.9756313582e+00 -2.2205465503e-01 -1.5623626680e+05 1.5754915124e+03 1.3124007631e+03 -3.3490970119e+00 -1.7290565225e+00 -6.1255495082e-01
