# cadence BJD stars_used sigma X_0 X_x X_y X_xx X_xy X_yy Y_0 Y_x Y_y Y_xx Y_xy Y_yy
125287 2457501.99541 71 0.3600 -3.1260874333e+05 1.3054729327e+03 -2.4303932051e+03 -4.5155764750e-01 1.0216327857e+01 2.2476921220e+00 -1.1317958743e+05 1.1499243281e+03 2.7063112364e+02 -2.3363422967e+00 2.6743238603e+00 2.1219671619e+00
125288 2457502.01587 3463 0.1004 -3.4195057972e+05 1.6034105851e+03 -1.6251071080e+03 -1.1769767350e+00 6.7423484045e+00 -2.2166544617e-01 -1.4554506698e+05 1.5034197891e+03 1.3997728452e+03 -3.2269927675e+00 -2.0245055219e+00 -5.0689303210e-01
125289 2457502.03630 3448 0.0868 -3.4314726955e+05 1.6121562506e+03 -1.6258409230e+03 -1.1930159966e+00 6.7437712566e+00 -2.2829630184e-01 -1.4583007705e+05 1.5057443516e+03 1.4018824944e+03 -3.2317733357e+00 -2.0339022784e+00 -5.1464846131e-01
125290 2457502.05674 3417 0.0869 -3.4279445504e+05 1.6094072927e+03 -1.6272638148e+03 -1.1877070968e+00 6.7484093409e+00 -2.3141849522e-01 -1.4603492176e+05 1.5072884776e+03 1.4021241678e+03 -3.2347009284e+00 -2.0351525716e+00 -5.1633339380e-01
125291 2457502.07717 3114 0.0865 -3.4221403975e+05 1.6050806192e+03 -1.6277240463e+03 -1.1797051737e+00 6.7489167423e+00 -2.3737651024e-01 -1.4475399261e+05 1.4978204678e+03 1.4018605382e+03 -3.2171844940e+00 -2.0337759222e+00 -5.1435744956e-01
125292 2457502.09761 3391 0.0848 -3.4246597120e+05 1.6069799700e+03 -1.6273446213e+03 -1.1832634877e+00 6.7478712814e+00 -2.3590174037e-01 -1.4483986373e+05 1.4984747113e+03 1.4019651696e+03 -3.2184674963e+00 -2.0348849718e+00 -5.1778208836e-01
125293 2457502.11804 2674 0.0849 -3.4343475712e+05 1.6143212889e+03 -1.6254657989e+03 -1.1970714996e+00 6.7426771391e+00 -2.2760868730e-01 -1.4436317050e+05 1.4943949065e+03 1.3964381124e+03 -3.2099674798e+00 -2.0157143172e+00 -5.2364993492e-01
125294 2457502.13848 2912 0.0868 -3.4249917813e+05 1.6073877763e+03 -1.6258632328e+03 -1.1844373477e+00 6.7400176049e+00 -2.4783294146e-01 -1.4390439370e+05 1.4913533505e+03 1.3996477578e+03 -3.2048982103e+00 -2.0257664414e+00 -5.1498389096e-01
125295 2457502.15891 3219 0.0880 -3.4232311075e+05 1.6064357756e+03 -1.6225628052e+03 -1.1831919567e+00 6.7303142787e+00 -2.3612310026e-01 -1.4482294949e+05 1.4984954070e+03 1.4031325501e+03 -3.2187053118e+00 -2.0378465305e+00 -5.1117996330e-01
125296 2457502.17935 3414 0.0876 -3.4268047196e+05 1.6087270625e+03 -1.6259344386e+03 -1.1867768610e+00 6.7428131980e+00 -2.3603209887e-01 -1.4584610560e+05 1.5061795707e+03 1.4043297519e+03 -3.2331202890e+00 -2.0420957901e+00 -5.1030830440e-01
125297 2457502.19979 2914 0.0880 -3.4301957344e+05 1.6114472977e+03 -1.6238637479e+03 -1.1921595627e+00 6.7358886928e+00 -2.3274737850e-01 -1.4568150665e+05 1.5050031377e+03 1.4045557272e+03 -3.2310185430e+00 -2.0428877659e+00 -5.1006549312e-01
125298 2457502.22022 2941 0.0868 -3.4195700498e+05 1.6039301624e+03 -1.6208873934e+03 -1.1789539998e+00 6.7236338500e+00 -2.3908644234e-01 -1.4659147409e+05 1.5118814313e+03 1.4061172370e+03 -3.2440362836e+00 -2.0491539538e+00 -5.1240661798e-01
125299 2457502.24066 1770 0.0845 -3.4283028638e+05 1.6096549453e+03 -1.6278025301e+03 -1.1880550717e+00 6.7516889365e+00 -2.2706927625e-01 -1.4602064849e+05 1.5082201154e+03 1.4112090168e+03 -3.2384994197e+00 -2.0718085426e+00 -5.3098082156e-01
125300 2457502.26109 3201 0.0996 -3.4338846040e+05 1.6140447758e+03 -1.6248786270e+03 -1.1966950833e+00 6.7404094396e+00 -2.2675278060e-01 -1.4538865592e+05 1.5021884550e+03 1.3992605091e+03 -3.2245127261e+00 -2.0213625285e+00 -5.0098709324e-01
125301 2457502.28153 2666 0.0881 -3.4315898390e+05 1.6122214790e+03 -1.6260017727e+03 -1.1931138897e+00 6.7441164496e+00 -2.2888669352e-01 -1.4606965421e+05 1.5073797922e+03 1.4008775035e+03 -3.2344539905e+00 -2.0284221547e+00 -5.0614679466e-01
125302 2457502.30194 2928 0.0877 -3.4334803999e+05 1.6138785249e+03 -1.6234704878e+03 -1.1966663386e+00 6.7344916033e+00 -2.3062679706e-01 -1.4588804399e+05 1.5062957712e+03 1.4031853296e+03 -3.2329692414e+00 -2.0377711197e+00 -5.1020972703e-01
125303 2457502.32240 3449 0.0870 -3.4334720406e+05 1.6136818194e+03 -1.6253547398e+03 -1.1959043879e+00 6.7423508629e+00 -2.2638466960e-01 -1.4581905722e+05 1.5056583366e+03 1.4018753555e+03 -3.2316016718e+00 -2.0337970769e+00 -5.1428525917e-01
125304 2457502.34283 3454 0.0875 -3.4262570851e+05 1.6081160002e+03 -1.6277129425e+03 -1.1852103326e+00 6.7506447826e+00 -2.2856665942e-01 -1.4517356206e+05 1.5008907917e+03 1.4017489836e+03 -3.2227907095e+00 -2.0331728455e+00 -5.1348194392e-01
125305 2457502.36327 3207 0.0856 -3.4164734892e+05 1.6008203786e+03 -1.6284368041e+03 -1.1717159343e+00 6.7512660869e+00 -2.3867932618e-01 -1.4466394086e+05 1.4974184056e+03 1.4043550850e+03 -3.2170122595e+00 -2.0446201768e+00 -5.2223170202e-01
125306 2457502.38371 3419 0.0845 -3.4256652100e+05 1.6077267222e+03 -1.6272886308e+03 -1.1846528898e+00 6.7476148308e+00 -2.3608445124e-01 -1.4459436831e+05 1.4967228534e+03 1.4025475732e+03 -3.2153112949e+00 -2.0363751194e+00 -5.1462902652e-01
125307 2457502.40412 2744 0.0866 -3.4375457432e+05 1.6170368683e+03 -1.6220419117e+03 -1.2027849781e+00 6.7290860135e+00 -2.3243073286e-01 -1.4504948910e+05 1.5004331184e+03 1.4057840539e+03 -3.2227669301e+00 -2.0475656081e+00 -5.1092625281e-01
125309 2457502.44499 2885 0.0879 -3.4213958537e+05 1.6052116416e+03 -1.6213423194e+03 -1.1811459872e+00 6.7263227741e+00 -2.3380094314e-01 -1.4522955872e+05 1.5012611860e+03 1.4008267147e+03 -3.2233332764e+00 -2.0285314308e+00 -5.0723262248e-01
125310 2457502.46545 2895 0.0862 -3.4197330761e+05 1.6038246977e+03 -1.6229498812e+03 -1.1782162534e+00 6.7337114126e+00 -2.2694295427e-01 -1.4699666883e+05 1.5147659603e+03 1.4052650080e+03 -3.2490474053e+00 -2.0437975361e+00 -5.0183587298e-01
125311 2457502.48588 2833 0.0873 -3.4188592418e+05 1.6028274398e+03 -1.6264321360e+03 -1.1759005417e+00 6.7431915923e+00 -2.4331168617e-01 -1.4418526736e+05 1.4933546762e+03 1.3986427964e+03 -3.2085246316e+00 -2.0232942433e+00 -5.2072818853e-01
125312 2457502.50632 3453 0.0940 -3.4255535692e+05 1.6078544010e+03 -1.6252954250e+03 -1.1851447369e+00 6.7428987636e+00 -2.2251142465e-01 -1.4593097533e+05 1.5064432573e+03 1.4015679197e+03 -3.2329278636e+00 -2.0317750530e+00 -5.1003605086e-01
125313 2457502.52673 3208 0.0877 -3.4377044520e+05 1.6167672155e+03 -1.6257072744e+03 -1.2015373494e+00 6.7434390192e+00 -2.2744254084e-01 -1.4594815253e+05 1.5066167195e+03 1.4019234530e+03 -3.2333623860e+00 -2.0336328176e+00 -5.1265183631e-01
125314 2457502.54719 2379 0.0842 -3.4075043264e+05 1.5939701436e+03 -1.6308085525e+03 -1.1584749563e+00 6.7634625984e+00 -2.2172705413e-01 -1.4688324532e+05 1.5128730848e+03 1.3957310716e+03 -3.2437702992e+00 -2.0118063951e+00 -5.1746723746e-01
125315 2457502.56760 2930 0.0875 -3.4233563927e+05 1.6059002581e+03 -1.6284722026e+03 -1.1810566239e+00 6.7520085792e+00 -2.3579564262e-01 -1.4482871906e+05 1.4983183238e+03 1.4013417483e+03 -3.2179734461e+00 -2.0312798154e+00 -5.1158307858e-01
125316 2457502.58806 2926 0.0842 -3.4232045778e+05 1.6059006130e+03 -1.6273686614e+03 -1.1812824009e+00 6.7475710511e+00 -2.3775289850e-01 -1.4449075517e+05 1.4955828358e+03 1.3988982754e+03 -3.2126034134e+00 -2.0246032283e+00 -5.2277762842e-01
125317 2457502.60850 3152 0.0851 -3.4317237639e+05 1.6123655547e+03 -1.6257426076e+03 -1.1935110905e+00 6.7420592269e+00 -2.3567509514e-01 -1.4444779295e+05 1.4954704975e+03 1.4007688842e+03 -3.2127617764e+00 -2.0312696893e+00 -5.2161572513e-01
125318 2457502.62893 2937 0.0855 -3.4480488902e+05 1.6245733037e+03 -1.6242285796e+03 -1.2163627609e+00 6.7357945243e+00 -2.3920079485e-01 -1.4252438562e+05 1.4823738484e+03 1.4112156204e+03 -3.1904839885e+00 -2.0670918092e+00 -5.0837974566e-01
125319 2457502.64937 2750 0.0878 -3.4305618151e+05 1.6118146037e+03 -1.6228578399e+03 -1.1929787563e+00 6.7329227858e+00 -2.2890085630e-01 -1.4487652888e+05 1.4990150700e+03 1.4042477358e+03 -3.2199758166e+00 -2.0435622238e+00 -5.1892219579e-01
125320 2457502.66980 3422 0.0860 -3.4296512361e+05 1.6111036417e+03 -1.6233436174e+03 -1.1916913506e+00 6.7328429775e+00 -2.3813711615e-01 -1.4497666168e+05 1.4995106071e+03 1.4017701409e+03 -3.2203758580e+00 -2.0331371852e+00 -5.1259400073e-01
125321 2457502.69024 3132 0.0862 -3.4253887749e+05 1.6082769650e+03 -1.6203605024e+03 -1.1870272867e+00 6.7225328631e+00 -2.3498674484e-01 -1.4539950352e+05 1.5024247905e+03 1.3997123141e+03 -3.2253715379e+00 -2.0255216754e+00 -5.1238714078e-01
125322 2457502.71065 2165 0.0858 -3.4478969616e+05 1.6254734101e+03 -1.6145664138e+03 -1.2198511383e+00 6.7008248599e+00 -2.3673987742e-01 -1.4561994298e+05 1.5040814123e+03 1.3998534484e+03 -3.2282759660e+00 -2.0220628354e+00 -4.9324880979e-01
125323 2457502.73109 575 0.0825 -3.3003153622e+05 1.5147242622e+03 -1.6338006741e+03 -1.0113853504e+00 6.7863691847e+00 -1.6610858456e-01 -1.5266382984e+05 1.5563009186e+03 1.4026212201e+03 -3.3254458059e+00 -2.0398262909e+00 -5.2976574761e-01
125324 2457502.75155 2965 0.0976 -3.4255065257e+05 1.6072517196e+03 -1.6307400619e+03 -1.1832813024e+00 6.7573365074e+00 -2.4931224618e-01 -1.4478291196e+05 1.4980262394e+03 1.4021941785e+03 -3.2174988813e+00 -2.0340405062e+00 -5.0983380336e-01
125325 2457502.77198 3161 0.0862 -3.4296142524e+05 1.6108769869e+03 -1.6249261426e+03 -1.1908173593e+00 6.7405882732e+00 -2.2712938493e-01 -1.4566239062e+05 1.5046455031e+03 1.4033190047e+03 -3.2299781851e+00 -2.0387631485e+00 -5.1259893451e-01
125326 2457502.79242 3445 0.0866 -3.4302546843e+05 1.6112085745e+03 -1.6263385973e+03 -1.1911564511e+00 6.7460242814e+00 -2.2621850416e-01 -1.4561320171e+05 1.5041428184e+03 1.4018743597e+03 -3.2288146452e+00 -2.0338378017e+00 -5.1448804614e-01
125327 2457502.81285 3167 0.0853 -3.4256983875e+05 1.6079003100e+03 -1.6258087017e+03 -1.1851227065e+00 6.7446208047e+00 -2.2380820821e-01 -1.4432783654e+05 1.4945326547e+03 1.4005298044e+03 -3.2108582632e+00 -2.0289467073e+00 -5.1483043265e-01
125328 2457502.83329 3169 0.0847 -3.4207295171e+05 1.6039101952e+03 -1.6289925641e+03 -1.1772795652e+00 6.7541210830e+00 -2.3495208136e-01 -1.4461781596e+05 1.4971709001e+03 1.4052076804e+03 -3.2165973165e+00 -2.0452820804e+00 -5.1032215249e-01
125329 2457502.85372 3420 0.0847 -3.4229229153e+05 1.6058371589e+03 -1.6260423796e+03 -1.1813889924e+00 6.7434880356e+00 -2.3395456116e-01 -1.4473772832e+05 1.4978954296e+03 1.4035959309e+03 -3.2176943632e+00 -2.0404053340e+00 -5.1540504258e-01
125330 2457502.87416 3412 0.0847 -3.4241065768e+05 1.6071242027e+03 -1.6221255504e+03 -1.1844890537e+00 6.7297129145e+00 -2.3103196738e-01 -1.4468257226e+05 1.4976048790e+03 1.4046039655e+03 -3.2173229524e+00 -2.0431457972e+00 -5.1062902059e-01
125331 2457502.89459 2927 0.0870 -3.4255050517e+05 1.6079579547e+03 -1.6240767074e+03 -1.1856926531e+00 6.7362769601e+00 -2.3437297706e-01 -1.4464809552e+05 1.4972343175e+03 1.4033726047e+03 -3.2164051124e+00 -2.0382091662e+00 -5.0868134376e-01
125332 2457502.91503 2638 0.0853 -3.4193742519e+05 1.6038385385e+03 -1.6202699017e+03 -1.1786620579e+00 6.7256325121e+00 -2.1820444545e-01 -1.4671320619e+05 1.5128451416e+03 1.4068837126e+03 -3.2458338069e+00 -2.0500645862e+00 -5.0330734677e-01
125333 2457502.93544 2103 0.0859 -3.4265154278e+05 1.6085729270e+03 -1.6253997380e+03 -1.1867670078e+00 6.7376534172e+00 -2.5161802755e-01 -1.4466269004e+05 1.4975070336e+03 1.4046232676e+03 -3.2171263626e+00 -2.0411525800e+00 -5.0056117263e-01
125334 2457502.95588 1299 0.0855 -3.4112296120e+05 1.5967802453e+03 -1.6303146060e+03 -1.1636809888e+00 6.7631895565e+00 -2.1611816277e-01 -1.4631922464e+05 1.5091518741e+03 1.3989458391e+03 -3.2376006641e+00 -2.0213445580e+00 -5.0594113082e-01
125335 2457502.97631 32 0.4026 -4.2537178106e+05 2.2709048490e+03 -1.0990605043e+03 -2.4622941108e+00 5.6097077693e+00 3.6783600602e+00 -1.7268657989e+05 1.7011683734e+03 1.3831392035e+03 -3.5495914003e+00 -1.2352921772e+00 3.0204763281e+00
125337 2457503.01721 3168 0.0850 -3.4304923069e+05 1.6116659390e+03 -1.6237236114e+03 -1.1926039681e+00 6.7346399334e+00 -2.3561833008e-01 -1.4456451523e+05 1.4967793313e+03 1.4050536199e+03 -3.2157906109e+00 -2.0430150011e+00 -5.0206805126e-01
125338 2457503.03764 2898 0.0848 -3.4205552966e+05 1.6043278484e+03 -1.6238027672e+03 -1.1789925749e+00 6.7361633053e+00 -2.2978603956e-01 -1.4510548413e+05 1.5007812497e+03 1.4050703387e+03 -3.2233574848e+00 -2.0462219980e+00 -5.1698221474e-01
125339 2457503.05808 3162 0.0870 -3.4181895226e+05 1.6025762433e+03 -1.6239231782e+03 -1.1758921249e+00 6.7338636439e+00 -2.4311212550e-01 -1.4437945568e+05 1.4951913039e+03 1.4028413461e+03 -3.2125155969e+00 -2.0360816321e+00 -5.0786796106e-01
