# cadence BJD stars_used sigma X_0 X_x X_y X_xx X_xy X_yy Y_0 Y_x Y_y Y_xx Y_xy Y_yy
125282 2457501.89334 531 0.0567 2.8795785205e+05 -1.1983957079e+03 1.7103574461e+03 4.0921110379e-01 -7.1234223266e+00 -7.8911585921e-02 -1.6617100243e+05 1.6360867641e+03 1.1876847945e+03 -3.4348894768e+00 -1.2245591380e+00 -4.2055369211e-01
125283 2457501.91384 1146 0.0581 2.7902127794e+05 -1.1293154017e+03 1.7371217054e+03 2.7635915761e-01 -7.2145344788e+00 -4.0036800700e-02 -1.6271856239e+05 1.6117162304e+03 1.1995413810e+03 -3.3922728323e+00 -1.2738264680e+00 -4.4556406792e-01
125284 2457501.93427 1417 0.0555 2.8096324639e+05 -1.1444394942e+03 1.7302261110e+03 3.0550156501e-01 -7.1934225124e+00 -6.0887190032e-02 -1.6450489835e+05 1.6236006090e+03 1.1863026584e+03 -3.4113276558e+00 -1.2161643483e+00 -4.0486007071e-01
125285 2457501.95466 632 0.0639 2.9980375586e+05 -1.2915936549e+03 1.6593272009e+03 5.9291798468e-01 -6.9149837430e+00 1.3583816624e-02 -1.7706967783e+05 1.7210560309e+03 1.2271629250e+03 -3.6009465993e+00 -1.3868226771e+00 -4.9551731575e-01
125286 2457501.97511 399 0.0678 3.6184107395e+05 -1.7594596208e+03 1.5850123018e+03 1.4735816263e+00 -6.6625031241e+00 -9.5821664110e-02 -2.9027030543e+05 2.5807170857e+03 1.4189369894e+03 -5.2319662143e+00 -2.0946888332e+00 -4.8085725956e-01
125288 2457502.01606 3848 0.0752 2.8290889439e+05 -1.1593272026e+03 1.7255340880e+03 3.3370801288e-01 -7.1810660295e+00 -8.7639877617e-02 -1.6454492541e+05 1.6252864459e+03 1.2005571815e+03 -3.4169758223e+00 -1.2680621675e+00 -4.0081482442e-01
125289 2457502.03650 3913 0.0592 2.8285193130e+05 -1.1587559312e+03 1.7269916356e+03 3.3247850663e-01 -7.1843765693e+00 -7.7245480306e-02 -1.6461303988e+05 1.6255907097e+03 1.1985922244e+03 -3.4172914201e+00 -1.2631111163e+00 -4.1179501139e-01
125290 2457502.05693 3510 0.0580 2.8310564238e+05 -1.1604664303e+03 1.7286874926e+03 3.3554410667e-01 -7.1866264156e+00 -5.7884706272e-02 -1.6424879964e+05 1.6228814968e+03 1.1984557070e+03 -3.4122448648e+00 -1.2624276300e+00 -4.1088325474e-01
125291 2457502.07737 3441 0.0554 2.8319548163e+05 -1.1613993640e+03 1.7262055532e+03 3.3766736329e-01 -7.1793242021e+00 -6.6740213766e-02 -1.6442186191e+05 1.6244942007e+03 1.2015068432e+03 -3.4158423924e+00 -1.2736669103e+00 -4.1040784103e-01
125292 2457502.09781 3509 0.0569 2.8329901698e+05 -1.1624495710e+03 1.7235039271e+03 3.4010602751e-01 -7.1698797968e+00 -6.9214057531e-02 -1.6455360337e+05 1.6252423083e+03 1.1991994905e+03 -3.4168184351e+00 -1.2653816744e+00 -4.1174442995e-01
125293 2457502.11824 3558 0.0553 2.8287267055e+05 -1.1592846023e+03 1.7235624159e+03 3.3418965423e-01 -7.1708986367e+00 -7.2917442750e-02 -1.6428681202e+05 1.6234438836e+03 1.2008624089e+03 -3.4137297160e+00 -1.2698562825e+00 -4.0362868549e-01
125294 2457502.13868 3614 0.0572 2.8291690111e+05 -1.1594960077e+03 1.7247255800e+03 3.3452401432e-01 -7.1721772775e+00 -5.8294037035e-02 -1.6420263000e+05 1.6226530345e+03 1.1991887976e+03 -3.4120525682e+00 -1.2655024981e+00 -4.1235428706e-01
125295 2457502.15911 3594 0.0597 2.8282416995e+05 -1.1589260081e+03 1.7235980724e+03 3.3367669961e-01 -7.1681297252e+00 -5.8692194215e-02 -1.6444825253e+05 1.6244245893e+03 1.1986125187e+03 -3.4153706911e+00 -1.2657725204e+00 -4.2379548655e-01
125296 2457502.17950 3545 0.0602 2.8170615921e+05 -1.1505117214e+03 1.7247922953e+03 3.1770240867e-01 -7.1753160519e+00 -7.1634964953e-02 -1.6482096252e+05 1.6266323345e+03 1.1932416347e+03 -3.4183798267e+00 -1.2448429756e+00 -4.1888981995e-01
125297 2457502.19998 3618 0.0574 2.8278828704e+05 -1.1584411498e+03 1.7257264385e+03 3.3237371116e-01 -7.1759465247e+00 -5.7922271475e-02 -1.6417563344e+05 1.6221819542e+03 1.1963146006e+03 -3.4106665829e+00 -1.2546471567e+00 -4.1133448289e-01
125298 2457502.22042 2988 0.0551 2.8352357374e+05 -1.1640029757e+03 1.7247396090e+03 3.4288535475e-01 -7.1723064170e+00 -5.7846387661e-02 -1.6432915894e+05 1.6237339537e+03 1.2001701853e+03 -3.4142555810e+00 -1.2678897669e+00 -4.0625606801e-01
125299 2457502.24085 2259 0.0576 2.8355034101e+05 -1.1644487246e+03 1.7225318940e+03 3.4424990987e-01 -7.1625835313e+00 -5.0332979358e-02 -1.6502794620e+05 1.6290358734e+03 1.2011943030e+03 -3.4243933375e+00 -1.2733131257e+00 -4.1389912579e-01
125300 2457502.26129 3363 0.0752 2.8323346122e+05 -1.1611723926e+03 1.7308586954e+03 3.3626826398e-01 -7.1974237122e+00 -7.2018580474e-02 -1.6454153802e+05 1.6253281971e+03 1.2013880166e+03 -3.4171942038e+00 -1.2714675847e+00 -4.0242452564e-01
125301 2457502.28173 3333 0.0597 2.8295682036e+05 -1.1595725412e+03 1.7265991399e+03 3.3423560517e-01 -7.1797279072e+00 -6.2621144100e-02 -1.6450595646e+05 1.6251229759e+03 1.2019456023e+03 -3.4169683249e+00 -1.2743858280e+00 -4.0636059540e-01
125302 2457502.30216 3555 0.0589 2.8263604380e+05 -1.1573083586e+03 1.7255206965e+03 3.3003887679e-01 -7.1797190222e+00 -8.1302191233e-02 -1.6463197204e+05 1.6256791861e+03 1.1982255890e+03 -3.4173136495e+00 -1.2608972838e+00 -4.0781791571e-01
125303 2457502.32260 3846 0.0589 2.8325893283e+05 -1.1617064200e+03 1.7276765305e+03 3.3789309910e-01 -7.1855994891e+00 -7.1115892556e-02 -1.6440074353e+05 1.6240012536e+03 1.1985204265e+03 -3.4143670537e+00 -1.2638018216e+00 -4.1633856381e-01
125304 2457502.34298 3663 0.0596 2.8172575767e+05 -1.1504600032e+03 1.7265054834e+03 3.1726582331e-01 -7.1813271098e+00 -7.1178647724e-02 -1.6425107740e+05 1.6228299143e+03 1.1978495312e+03 -3.4120101828e+00 -1.2599523755e+00 -4.0981221550e-01
125305 2457502.36347 3562 0.0570 2.8319217640e+05 -1.1613748609e+03 1.7261688521e+03 3.3763653818e-01 -7.1789074277e+00 -6.5412842430e-02 -1.6477861910e+05 1.6268016177e+03 1.1982702653e+03 -3.4195825229e+00 -1.2633842578e+00 -4.1866138947e-01
125306 2457502.38385 3067 0.0558 2.8262669897e+05 -1.1574889696e+03 1.7232868134e+03 3.3094022240e-01 -7.1693862350e+00 -7.0775865996e-02 -1.6446368047e+05 1.6242458731e+03 1.1961009553e+03 -3.4143113988e+00 -1.2529688850e+00 -4.0735611853e-01
125307 2457502.40434 3695 0.0558 2.8300560405e+05 -1.1601355242e+03 1.7248952570e+03 3.3567644612e-01 -7.1728122795e+00 -5.8502516469e-02 -1.6449557674e+05 1.6248730806e+03 1.1997231046e+03 -3.4163032224e+00 -1.2683715927e+00 -4.1660575433e-01
125309 2457502.44521 3853 0.0593 2.8281015879e+05 -1.1586485895e+03 1.7252817441e+03 3.3286902382e-01 -7.1738306274e+00 -5.6072893558e-02 -1.6445429412e+05 1.6244056423e+03 1.1979838344e+03 -3.4151602771e+00 -1.2623480174e+00 -4.1854276496e-01
125310 2457502.46560 2601 0.0544 2.8665493233e+05 -1.1872330123e+03 1.7249768911e+03 3.8614411136e-01 -7.1698854813e+00 -4.2470446451e-02 -1.6259794000e+05 1.6104753406e+03 1.1964683134e+03 -3.3888303890e+00 -1.2529395261e+00 -4.0054868467e-01
125311 2457502.48608 3023 0.0585 2.8216904926e+05 -1.1538952043e+03 1.7252872005e+03 3.2408738453e-01 -7.1732353692e+00 -5.2645530456e-02 -1.6471004637e+05 1.6262548474e+03 1.1973213618e+03 -3.4185035190e+00 -1.2599498645e+00 -4.1878072672e-01
125312 2457502.50652 3767 0.0764 2.8251726371e+05 -1.1557371858e+03 1.7320594781e+03 3.2588400189e-01 -7.2032545858e+00 -7.7949211968e-02 -1.6470307947e+05 1.6264902143e+03 1.2009205708e+03 -3.4193577420e+00 -1.2711558367e+00 -4.0902598845e-01
125313 2457502.52695 3944 0.0599 2.8235384515e+05 -1.1550824150e+03 1.7268316260e+03 3.2566722596e-01 -7.1845215422e+00 -8.0852631936e-02 -1.6452612672e+05 1.6247798937e+03 1.1970661744e+03 -3.4154596683e+00 -1.2570703520e+00 -4.0998687856e-01
125314 2457502.54734 2838 0.0569 2.8185863502e+05 -1.1513726422e+03 1.7271724579e+03 3.1889498198e-01 -7.1824249992e+00 -6.4623420772e-02 -1.6405296291e+05 1.6214521269e+03 1.1987039781e+03 -3.4095386501e+00 -1.2614899170e+00 -4.0213472960e-01
125315 2457502.56782 3581 0.0549 2.8436050136e+05 -1.1703390952e+03 1.7234425827e+03 3.5480633218e-01 -7.1689179153e+00 -6.5990097772e-02 -1.6431919066e+05 1.6237777524e+03 1.2019081334e+03 -3.4146551185e+00 -1.2762537732e+00 -4.1562852408e-01
125316 2457502.58826 4034 0.0564 2.8301493065e+05 -1.1602290595e+03 1.7246136345e+03 3.3581096225e-01 -7.1733866512e+00 -6.6390506329e-02 -1.6431295270e+05 1.6234239942e+03 1.1989052805e+03 -3.4133995727e+00 -1.2645650368e+00 -4.1301053165e-01
125317 2457502.60869 3882 0.0562 2.8287705781e+05 -1.1593193963e+03 1.7235631657e+03 3.3434447371e-01 -7.1692662340e+00 -6.5123592581e-02 -1.6450880243e+05 1.6247970437e+03 1.1980380526e+03 -3.4158146154e+00 -1.2616564534e+00 -4.1440216243e-01
125318 2457502.62913 3913 0.0590 2.8278978522e+05 -1.1586698174e+03 1.7236095119e+03 3.3318880828e-01 -7.1683924914e+00 -5.9871027670e-02 -1.6448911397e+05 1.6247507247e+03 1.1988889571e+03 -3.4159682109e+00 -1.2658472306e+00 -4.1927718310e-01
125319 2457502.64957 3843 0.0585 2.8272098906e+05 -1.1580964034e+03 1.7242405485e+03 3.3194520310e-01 -7.1719162003e+00 -6.5320086016e-02 -1.6456650012e+05 1.6252936761e+03 1.1984978711e+03 -3.4169424741e+00 -1.2648703338e+00 -4.2149009371e-01
125320 2457502.67000 3813 0.0575 2.8252656803e+05 -1.1564684399e+03 1.7260403874e+03 3.2867247266e-01 -7.1768325129e+00 -5.6679383640e-02 -1.6457692804e+05 1.6252590579e+03 1.1973170266e+03 -3.4165845953e+00 -1.2588508904e+00 -4.1364120508e-01
125321 2457502.69044 3636 0.0561 2.8260012475e+05 -1.1570353930e+03 1.7258526503e+03 3.2971030308e-01 -7.1771295720e+00 -6.1230453075e-02 -1.6452923496e+05 1.6249529061e+03 1.1976908419e+03 -3.4160992325e+00 -1.2601222348e+00 -4.1305293471e-01
125322 2457502.71087 2611 0.0584 2.8340434792e+05 -1.1634964346e+03 1.7212199920e+03 3.4252733564e-01 -7.1615263636e+00 -6.8581922358e-02 -1.6468482371e+05 1.6267796905e+03 1.2039403585e+03 -3.4208281954e+00 -1.2850896933e+00 -4.2153662763e-01
125323 2457502.73129 290 0.0473 4.0911817461e+05 -2.1121031147e+03 1.5847170628e+03 2.1322523895e+00 -6.6420465680e+00 -1.0164501950e-02 -8.1933840759e+04 9.9544312944e+02 1.0472710663e+03 -2.2163677317e+00 -6.8196383049e-01 -3.2124102848e-01
125324 2457502.75170 3790 0.0843 2.8206288438e+05 -1.1530931314e+03 1.7252082107e+03 3.2236478564e-01 -7.1772128624e+00 -7.5436819613e-02 -1.6472162703e+05 1.6263443291e+03 1.1983615590e+03 -3.4185461158e+00 -1.2613773120e+00 -4.0773296728e-01
125325 2457502.77218 3272 0.0581 2.8275592396e+05 -1.1581836896e+03 1.7256636721e+03 3.3163085691e-01 -7.1803581374e+00 -8.1838041155e-02 -1.6429343104e+05 1.6230880754e+03 1.1974700063e+03 -3.4123328081e+00 -1.2575673037e+00 -4.0528658406e-01
125326 2457502.79261 4062 0.0587 2.8286645278e+05 -1.1588834355e+03 1.7268326000e+03 3.3278295789e-01 -7.1832012862e+00 -7.4541396234e-02 -1.6456054052e+05 1.6251465704e+03 1.1981065983e+03 -3.4163656440e+00 -1.2613019566e+00 -4.1176788490e-01
125327 2457502.81305 3627 0.0580 2.8323469087e+05 -1.1615394450e+03 1.7275564339e+03 3.3770949616e-01 -7.1831749572e+00 -6.1421867440e-02 -1.6399075952e+05 1.6210772756e+03 1.1995165917e+03 -3.4091183179e+00 -1.2666586711e+00 -4.1227352360e-01
125328 2457502.83344 3883 0.0572 2.8206366899e+05 -1.1531563118e+03 1.7247877391e+03 3.2262318739e-01 -7.1748208990e+00 -7.0215899535e-02 -1.6438151965e+05 1.6236847170e+03 1.1966075185e+03 -3.4134167180e+00 -1.2559154734e+00 -4.1240960636e-01
125329 2457502.85392 3905 0.0566 2.8234484769e+05 -1.1552284421e+03 1.7249372898e+03 3.2649439126e-01 -7.1743396969e+00 -6.5134411430e-02 -1.6429809320e+05 1.6233198332e+03 1.1989259230e+03 -3.4131729749e+00 -1.2637928056e+00 -4.0896262212e-01
125330 2457502.87436 3826 0.0569 2.8287102515e+05 -1.1593917991e+03 1.7224806374e+03 3.3471898965e-01 -7.1648009117e+00 -6.2857784751e-02 -1.6441012283e+05 1.6241551675e+03 1.1988369849e+03 -3.4147737584e+00 -1.2642842273e+00 -4.1278290430e-01
125331 2457502.89479 3934 0.0592 2.8237007479e+05 -1.1555471962e+03 1.7237569433e+03 3.2734025935e-01 -7.1696941223e+00 -6.3309389911e-02 -1.6441517335e+05 1.6240869324e+03 1.1977283119e+03 -3.4144515779e+00 -1.2601697676e+00 -4.1269253496e-01
125332 2457502.91523 2986 0.0556 2.8284729768e+05 -1.1584998655e+03 1.7293001753e+03 3.3187620485e-01 -7.1873722964e+00 -4.9319066523e-02 -1.6457859602e+05 1.6252471143e+03 1.1971102726e+03 -3.4163645331e+00 -1.2552049775e+00 -4.0008493988e-01
125333 2457502.93566 3003 0.0569 2.8237269305e+05 -1.1551873298e+03 1.7274031905e+03 3.2602248319e-01 -7.1821449150e+00 -5.7647485835e-02 -1.6452140463e+05 1.6247691119e+03 1.1965103723e+03 -3.4155267954e+00 -1.2557691571e+00 -4.1314339458e-01
125334 2457502.95610 1824 0.0580 2.8258977942e+05 -1.1562850943e+03 1.7322891833e+03 3.2721382451e-01 -7.1982146599e+00 -4.7623155541e-02 -1.6553753924e+05 1.6328290047e+03 1.2013109853e+03 -3.4313755457e+00 -1.2723286594e+00 -4.0729320564e-01
125337 2457503.01741 3689 0.0568 2.8270363884e+05 -1.1579150378e+03 1.7246889566e+03 3.3153752835e-01 -7.1731293565e+00 -6.3590730492e-02 -1.6454609430e+05 1.6252013461e+03 1.1992221407e+03 -3.4167306492e+00 -1.2647097293e+00 -4.0803538498e-01
125338 2457503.03784 3483 0.0571 2.8272813119e+05 -1.1578317846e+03 1.7272220901e+03 3.3104470958e-01 -7.1795905097e+00 -4.9450300165e-02 -1.6424356137e+05 1.6230651292e+03 1.2001850540e+03 -3.4129384258e+00 -1.2676990242e+00 -4.0526754248e-01
125339 2457503.05828 3749 0.0583 2.8298972460e+05 -1.1601046682e+03 1.7241128076e+03 3.3577993102e-01 -7.1698804696e+00 -5.8029933674e-02 -1.6437355710e+05 1.6239510510e+03 1.1993979812e+03 -3.4145275359e+00 -1.2665119559e+00 -4.1344595649e-01
125340 2457503.07866 2824 0.0593 2.8298371126e+05 -1.1605326679e+03 1.7196856243e+03 3.3718730810e-01 -7.1584376834e+00 -8.1527589103e-02 -1.6512619737e+05 1.6291588443e+03 1.1957499061e+03 -3.4235398454e+00 -1.2539312802e+00 -4.1789555431e-01
125341 2457503.09915 3453 0.0574 2.8266490504e+05 -1.1578393502e+03 1.7227583643e+03 3.3171870364e-01 -7.1672420820e+00 -6.9040874543e-02 -1.6447837079e+05 1.6247106474e+03 1.1990981894e+03 -3.4159332269e+00 -1.2659720929e+00 -4.1611278606e-01
125342 2457503.11958 4024 0.0574 2.8267990670e+05 -1.1576794493e+03 1.7253523107e+03 3.3100149686e-01 -7.1752875355e+00 -6.1438372608e-02 -1.6450726684e+05 1.6247441085e+03 1.1973204532e+03 -3.4156323875e+00 -1.2588569118e+00 -4.1361648567e-01
125343 2457503.14002 3541 0.0558 2.8279240062e+05 -1.1585434962e+03 1.7251029690e+03 3.3271723164e-01 -7.1732402381e+00 -5.5964831742e-02 -1.6437038631e+05 1.6238295147e+03 1.1981785361e+03 -3.4140134821e+00 -1.2599574652e+00 -4.0370892934e-01
125344 2457503.16045 3648 0.0569 2.8287310001e+05 -1.1588627588e+03 1.7277514102e+03 3.3278983084e-01 -7.1830757333e+00 -5.5896341689e-02 -1.6452158051e+05 1.6248461749e+03 1.1971344247e+03 -3.4156592746e+00 -1.2552315175e+00 -3.9964958048e-01
125345 2457503.18089 3289 0.0579 2.8280469325e+05 -1.1584954307e+03 1.7264571419e+03 3.3225445696e-01 -7.1804160466e+00 -6.5859640918e-02 -1.6459787557e+05 1.6256415196e+03 1.1992082572e+03 -3.4176631309e+00 -1.2648728389e+00 -4.0880435923e-01
