# cadence BJD stars_used sigma X_0 X_x X_y X_xx X_xy X_yy Y_0 Y_x Y_y Y_xx Y_xy Y_yy
125273 2457501.70933 104 0.0643 -3.5043493165e+05 1.6537483461e+03 -1.7480250504e+03 -1.2485205962e+00 7.1678641940e+00 -3.6948279678e-01 1.1456932834e+05 -1.2554048870e+03 -1.3606953685e+03 2.7481948521e+00 1.5862142444e+00 -9.4948956694e-01
125274 2457501.72977 594 0.0732 -3.4285792125e+05 1.6072553141e+03 -1.6541052228e+03 -1.1782716220e+00 6.8584046445e+00 -1.8442143995e-01 1.2936576524e+05 -1.3777426225e+03 -1.4925223616e+03 3.0050937586e+00 2.2106010652e+00 -2.6429936533e-01
125275 2457501.75019 112 0.0833 -3.8131196287e+05 1.8911334752e+03 -1.6491031539e+03 -1.6961384146e+00 6.9610277150e+00 4.2121087924e-01 1.1506659894e+05 -1.2790674476e+03 -1.5596051439e+03 2.8341601652e+00 2.4282933619e+00 -4.1065194507e-01
125276 2457501.77065 1026 0.0692 -3.5005435993e+05 1.6538000025e+03 -1.7191731511e+03 -1.2533836845e+00 7.0716878477e+00 -3.1780475269e-01 1.2782587527e+05 -1.3680579255e+03 -1.5089090801e+03 2.9901134668e+00 2.2669659340e+00 -2.8422932958e-01
125277 2457501.79108 822 0.0698 -3.5043238400e+05 1.6569787481e+03 -1.7154774239e+03 -1.2599168638e+00 7.0590104490e+00 -3.1318618923e-01 1.2852319663e+05 -1.3723100203e+03 -1.5000438821e+03 2.9964727367e+00 2.2375136401e+00 -2.6801427496e-01
125278 2457501.81152 919 0.0730 -3.5281970929e+05 1.6749517240e+03 -1.7117506834e+03 -1.2926180430e+00 7.0674342072e+00 -2.0284410379e-01 1.2789582925e+05 -1.3674147437e+03 -1.4973205773e+03 2.9849266056e+00 2.1871954538e+00 -4.6823312096e-01
125279 2457501.83195 710 0.0731 -3.5051174684e+05 1.6574620082e+03 -1.7165047079e+03 -1.2611161576e+00 7.0527975780e+00 -3.6371573652e-01 1.2870809290e+05 -1.3751973934e+03 -1.5150184929e+03 3.0019141274e+00 2.2390705917e+00 -5.3547805715e-01
125280 2457501.85237 104 0.0614 -3.5077632842e+05 1.6561564369e+03 -1.7494845943e+03 -1.2547994644e+00 7.1322772536e+00 -5.7557723778e-01 1.1815063582e+05 -1.3030798867e+03 -1.5727200645e+03 2.8788694343e+00 2.4383397311e+00 -6.0371251152e-01
125281 2457501.87282 244 0.0638 -3.4521871973e+05 1.6147316508e+03 -1.7531409007e+03 -1.1761771159e+00 7.1744584558e+00 -4.3258579184e-01 1.2620296298e+05 -1.3555780492e+03 -1.5036422707e+03 2.9633405869e+00 2.1914045501e+00 -5.6355293073e-01
125282 2457501.89326 354 0.0709 -3.5627942804e+05 1.7027488361e+03 -1.6889678985e+03 -1.3466513215e+00 7.0118304469e+00 -6.1523902163e-02 1.3010958328e+05 -1.3774494339e+03 -1.4343497841e+03 2.9919981978e+00 1.9583790913e+00 -4.5141181586e-01
125283 2457501.91369 254 0.0663 -3.4821924377e+05 1.6416262665e+03 -1.7056521331e+03 -1.2322519395e+00 7.0454797288e+00 -2.0130112042e-01 1.3018533170e+05 -1.3795815432e+03 -1.4504302250e+03 2.9976074457e+00 1.9929188205e+00 -5.7667844474e-01
125284 2457501.93412 594 0.0672 -3.4969794680e+05 1.6534534744e+03 -1.6966388053e+03 -1.2551597161e+00 7.0240374043e+00 -1.4326433627e-01 1.2022269764e+05 -1.3091488498e+03 -1.4800610200e+03 2.8755493523e+00 2.1461553823e+00 -3.5636715964e-01
125285 2457501.95457 164 0.0608 -3.4538666275e+05 1.6157036207e+03 -1.7558648533e+03 -1.1776115496e+00 7.1819619159e+00 -4.4492545822e-01 1.2044580233e+05 -1.3091945156e+03 -1.4637545642e+03 2.8736161610e+00 2.1047103546e+00 -2.6273992264e-01
125286 2457501.97500 336 0.0680 -3.4876728491e+05 1.6472910714e+03 -1.6895814813e+03 -1.2426073281e+00 7.0475839970e+00 1.0393751543e-01 1.2510159177e+05 -1.3471037932e+03 -1.4995159451e+03 2.9488331193e+00 2.2112782539e+00 -3.8919939455e-01
125287 2457501.99548 24 0.3908 -3.8258449754e+05 1.9378041287e+03 -1.2803699740e+03 -1.8142675985e+00 6.3316603797e+00 4.0567841971e+00 7.1051001085e+04 -9.6340639130e+02 -1.6596366071e+03 2.2586969898e+00 2.5945618157e+00 -1.4395005976e+00
125288 2457502.01587 1211 0.0815 -3.4527014104e+05 1.6209372366e+03 -1.6947781946e+03 -1.1959485705e+00 7.0079274770e+00 -1.8633227919e-01 1.2773727012e+05 -1.3668531257e+03 -1.5038976211e+03 2.9866729529e+00 2.2444762235e+00 -3.0406222051e-01
125289 2457502.03631 1137 0.0710 -3.4552326890e+05 1.6232495802e+03 -1.6904823331e+03 -1.2007905390e+00 6.9968646358e+00 -1.6282233431e-01 1.2753561258e+05 -1.3662721512e+03 -1.5128688097e+03 2.9876530230e+00 2.2851009690e+00 -2.6666724189e-01
125290 2457502.05674 1138 0.0698 -3.4589101701e+05 1.6252017678e+03 -1.6980277054e+03 -1.2035730499e+00 7.0130298581e+00 -2.2104665164e-01 1.2839337871e+05 -1.3714885881e+03 -1.5017561802e+03 2.9954837150e+00 2.2492906477e+00 -2.4086958080e-01
125291 2457502.07718 1046 0.0711 -3.4792577418e+05 1.6406158975e+03 -1.6939640296e+03 -1.2319481448e+00 7.0138963598e+00 -1.4228451421e-01 1.2920101273e+05 -1.3772186693e+03 -1.4993139890e+03 3.0046485255e+00 2.2207471080e+00 -3.3796121958e-01
125292 2457502.09761 1010 0.0679 -3.4753637965e+05 1.6378786423e+03 -1.6927072847e+03 -1.2274990833e+00 7.0022950545e+00 -1.7706964677e-01 1.2839502068e+05 -1.3723070825e+03 -1.5095776668e+03 2.9980793737e+00 2.2700643823e+00 -2.8152746780e-01
125293 2457502.11805 895 0.0695 -3.4830397161e+05 1.6420985900e+03 -1.7071650467e+03 -1.2336245706e+00 7.0356302044e+00 -2.7672648687e-01 1.2904165698e+05 -1.3780493148e+03 -1.5191215610e+03 3.0096800849e+00 2.2897603257e+00 -3.5840106100e-01
125294 2457502.13849 1212 0.0704 -3.4938185196e+05 1.6497751172e+03 -1.7098737680e+03 -1.2472145933e+00 7.0467865271e+00 -2.7120145532e-01 1.2866215263e+05 -1.3731361594e+03 -1.4979895452e+03 2.9969859019e+00 2.2170799140e+00 -3.3224168132e-01
125295 2457502.15892 1187 0.0715 -3.4921505377e+05 1.6499822083e+03 -1.6956172633e+03 -1.2498557452e+00 7.0019982611e+00 -2.3250869309e-01 1.2882837384e+05 -1.3739487399e+03 -1.4938165316e+03 2.9975300481e+00 2.1978518635e+00 -3.5144178100e-01
125296 2457502.17936 1060 0.0701 -3.4733591435e+05 1.6374501522e+03 -1.6824468590e+03 -1.2288051755e+00 6.9612102354e+00 -1.9386222514e-01 1.3183810072e+05 -1.3947158944e+03 -1.4793636845e+03 3.0347076296e+00 2.1749506087e+00 -1.9990962075e-01
125297 2457502.19979 1164 0.0697 -3.4750075038e+05 1.6369445965e+03 -1.6996283413e+03 -1.2251933350e+00 7.0146805401e+00 -2.4344983317e-01 1.2966518867e+05 -1.3803222576e+03 -1.4955870003e+03 3.0104847047e+00 2.2209557619e+00 -2.6880698939e-01
125298 2457502.22023 1082 0.0683 -3.4726432315e+05 1.6347863162e+03 -1.7037507481e+03 -1.2204557644e+00 7.0297014815e+00 -2.4470803059e-01 1.2822152678e+05 -1.3681243044e+03 -1.4801025640e+03 2.9848645649e+00 2.1584797113e+00 -2.9551921015e-01
125299 2457502.24065 407 0.0696 -3.3981440016e+05 1.5895748775e+03 -1.6071182079e+03 -1.1526210253e+00 6.7213991642e+00 -6.4056634519e-03 1.2959149173e+05 -1.3778026298e+03 -1.4759198774e+03 3.0009392190e+00 2.1232681926e+00 -3.9481420766e-01
125300 2457502.26110 1007 0.0800 -3.5231841005e+05 1.6671835250e+03 -1.7522173592e+03 -1.2720879444e+00 7.1908246659e+00 -3.3060434696e-01 1.2519163884e+05 -1.3487196998e+03 -1.5106386022e+03 2.9544274196e+00 2.2695055879e+00 -3.0301826178e-01
125301 2457502.28153 922 0.0696 -3.4091883480e+05 1.5883517023e+03 -1.6998641251e+03 -1.1359113381e+00 7.0075789370e+00 -2.8168015233e-01 1.2816457095e+05 -1.3691457822e+03 -1.4954099992e+03 2.9908028608e+00 2.2428349484e+00 -1.5609479163e-01
125302 2457502.30197 1208 0.0691 -3.4556875386e+05 1.6226998884e+03 -1.6992933792e+03 -1.1984042168e+00 7.0241705011e+00 -1.8863749276e-01 1.2743558366e+05 -1.3652379223e+03 -1.5101027429e+03 2.9850799789e+00 2.2725273510e+00 -2.7845749823e-01
125303 2457502.32241 1187 0.0704 -3.4542186017e+05 1.6222416824e+03 -1.6930631829e+03 -1.1985491623e+00 7.0044503295e+00 -1.7246181056e-01 1.2810376638e+05 -1.3695965004e+03 -1.5043152356e+03 2.9921433247e+00 2.2527310721e+00 -2.7069372436e-01
125304 2457502.34284 1189 0.0704 -3.4693143754e+05 1.6329897343e+03 -1.6969087060e+03 -1.2175935549e+00 7.0198556999e+00 -1.6653525119e-01 1.2953387358e+05 -1.3795788991e+03 -1.4985767922e+03 3.0093891479e+00 2.2292234783e+00 -2.8235474303e-01
125305 2457502.36328 1022 0.0689 -3.4655069249e+05 1.6303498609e+03 -1.6952533127e+03 -1.2133495498e+00 7.0075053077e+00 -1.9777288921e-01 1.2783112315e+05 -1.3669638673e+03 -1.4977493463e+03 2.9871842568e+00 2.2492699455e+00 -1.6735017161e-01
125306 2457502.38371 1067 0.0662 -3.4815125972e+05 1.6412776629e+03 -1.7040485625e+03 -1.2320455484e+00 7.0366314881e+00 -2.1454346857e-01 1.2825227142e+05 -1.3699527247e+03 -1.4965691903e+03 2.9914263958e+00 2.2239637220e+00 -2.7163055486e-01
125307 2457502.40415 1010 0.0677 -3.4996990442e+05 1.6527692199e+03 -1.7232341804e+03 -1.2503077435e+00 7.0950476742e+00 -2.7632079482e-01 1.2571643971e+05 -1.3515178653e+03 -1.4993378467e+03 2.9576472027e+00 2.2285383767e+00 -2.9978043548e-01
125309 2457502.44502 1115 0.0684 -3.4782552047e+05 1.6396808500e+03 -1.6962685134e+03 -1.2312299713e+00 6.9950934523e+00 -2.7899289847e-01 1.3158774432e+05 -1.3944279308e+03 -1.4949581462e+03 3.0363724148e+00 2.2189328235e+00 -2.6737511313e-01
125310 2457502.46545 788 0.0683 -3.4864980335e+05 1.6442780719e+03 -1.7109261836e+03 -1.2372955181e+00 7.0427164940e+00 -3.1121001369e-01 1.3063518762e+05 -1.3868851249e+03 -1.4898585708e+03 3.0208805250e+00 2.1875553875e+00 -3.3008015605e-01
125311 2457502.48589 907 0.0673 -3.4942233638e+05 1.6505377394e+03 -1.7055097720e+03 -1.2494586953e+00 7.0309677132e+00 -2.7052792987e-01 1.2999718703e+05 -1.3819792714e+03 -1.4876621391e+03 3.0105801941e+00 2.1618290837e+00 -4.1781756543e-01
125312 2457502.50633 1090 0.0760 -3.4774414059e+05 1.6388988575e+03 -1.6977540753e+03 -1.2285079138e+00 7.0195481737e+00 -1.8312420214e-01 1.2791098073e+05 -1.3685473556e+03 -1.5081326448e+03 2.9901617985e+00 2.2521904531e+00 -3.4344007136e-01
125313 2457502.52676 1136 0.0701 -3.4510469327e+05 1.6202073280e+03 -1.6900303415e+03 -1.1953082409e+00 6.9943164205e+00 -1.6716996694e-01 1.2761362229e+05 -1.3666456922e+03 -1.5109054974e+03 2.9879751169e+00 2.2779611905e+00 -2.6622030542e-01
125314 2457502.54720 1176 0.0703 -3.4182715740e+05 1.5951363740e+03 -1.6990418917e+03 -1.1480754855e+00 7.0145443899e+00 -2.3231564346e-01 1.2877793987e+05 -1.3741761173e+03 -1.5002591106e+03 3.0001370590e+00 2.2432428160e+00 -2.4337740549e-01
125315 2457502.56763 1156 0.0671 -3.4383516142e+05 1.6092563188e+03 -1.7059108294e+03 -1.1729216098e+00 7.0381987033e+00 -2.4089000243e-01 1.2934728221e+05 -1.3789280574e+03 -1.5055955652e+03 3.0099956836e+00 2.2644460691e+00 -2.3588985786e-01
125316 2457502.58807 1147 0.0664 -3.4963181503e+05 1.6517346362e+03 -1.7086160917e+03 -1.2506007060e+00 7.0509392120e+00 -2.2719522845e-01 1.2891920930e+05 -1.3737628524e+03 -1.4855012485e+03 2.9962774627e+00 2.1805420849e+00 -2.8472284175e-01
125317 2457502.60850 980 0.0678 -3.4880681763e+05 1.6455178759e+03 -1.7099780595e+03 -1.2394125353e+00 7.0456395921e+00 -2.7870603664e-01 1.3037718527e+05 -1.3856627527e+03 -1.4968807755e+03 3.0200310666e+00 2.2164471116e+00 -3.1507401503e-01
125318 2457502.62894 1062 0.0679 -3.4782843786e+05 1.6389985280e+03 -1.7029836957e+03 -1.2285754709e+00 7.0218441165e+00 -2.6890669067e-01 1.2632926173e+05 -1.3569159122e+03 -1.5078912181e+03 2.9694064231e+00 2.2636999263e+00 -2.8226300360e-01
125319 2457502.64937 1202 0.0686 -3.4896905049e+05 1.6479041361e+03 -1.6983152177e+03 -1.2457555363e+00 7.0075920167e+00 -2.5433413951e-01 1.2847528946e+05 -1.3712749956e+03 -1.4930905013e+03 2.9929303989e+00 2.2043151238e+00 -3.0592136149e-01
125320 2457502.66981 1077 0.0698 -3.4786777076e+05 1.6400910626e+03 -1.6952974829e+03 -1.2316538390e+00 7.0016896641e+00 -2.2877663581e-01 1.2917022344e+05 -1.3749404029e+03 -1.4783875897e+03 2.9974453130e+00 2.1590560058e+00 -2.6116695025e-01
125321 2457502.69025 1078 0.0658 -3.4579304371e+05 1.6264320677e+03 -1.6789148817e+03 -1.2090945932e+00 6.9493026544e+00 -1.8893830832e-01 1.3012933124e+05 -1.3804993991e+03 -1.4631415244e+03 3.0052635397e+00 2.1100183107e+00 -2.2545882425e-01
125322 2457502.71068 1074 0.0684 -3.4730696267e+05 1.6365208107e+03 -1.6896477697e+03 -1.2249357646e+00 7.0042767796e+00 -1.1260992994e-01 1.2890739337e+05 -1.3744666759e+03 -1.4927415169e+03 2.9991080426e+00 2.2086631946e+00 -2.7798246747e-01
125323 2457502.73111 90 0.0557 -3.5312172117e+05 1.6713620652e+03 -1.7705488907e+03 -1.2783944293e+00 7.2214511042e+00 -5.1931560740e-01 1.1930876152e+05 -1.3060548572e+03 -1.5164714521e+03 2.8758253582e+00 2.2656794897e+00 -4.2953646221e-01
125324 2457502.75155 1175 0.0841 -3.4554317035e+05 1.6204953185e+03 -1.7195397006e+03 -1.1925945609e+00 7.0595907768e+00 -3.8375978642e-01 1.2780676647e+05 -1.3680195428e+03 -1.5106570612e+03 2.9897856886e+00 2.2645850466e+00 -3.2788999623e-01
125325 2457502.77199 1091 0.0688 -3.4480866724e+05 1.6186172449e+03 -1.6841721414e+03 -1.1933906543e+00 6.9742869186e+00 -1.5930834285e-01 1.2828566377e+05 -1.3709504030e+03 -1.5046001484e+03 2.9944163495e+00 2.2488265459e+00 -2.9563531419e-01
125326 2457502.79242 1052 0.0693 -3.4699072581e+05 1.6328585839e+03 -1.7026344442e+03 -1.2165878103e+00 7.0352966541e+00 -1.9478647915e-01 1.2650707026e+05 -1.3575223403e+03 -1.5013674263e+03 2.9695836808e+00 2.2468758704e+00 -2.4580733615e-01
125327 2457502.81286 1067 0.0708 -3.4791557706e+05 1.6407447367e+03 -1.6919162537e+03 -1.2323287935e+00 7.0110125250e+00 -1.1883274879e-01 1.2990866216e+05 -1.3824728879e+03 -1.4997855245e+03 3.0147242206e+00 2.2289178811e+00 -3.0597242342e-01
125328 2457502.83329 1081 0.0667 -3.4720380989e+05 1.6345834104e+03 -1.7010797527e+03 -1.2201959587e+00 7.0266450710e+00 -2.0967057968e-01 1.2835653044e+05 -1.3712869515e+03 -1.5022315170e+03 2.9948233635e+00 2.2426877480e+00 -2.8266311217e-01
125329 2457502.85373 1044 0.0667 -3.4787218193e+05 1.6390779202e+03 -1.7053918848e+03 -1.2278203713e+00 7.0397911276e+00 -2.2338834332e-01 1.2647569613e+05 -1.3572516029e+03 -1.5005952960e+03 2.9680978726e+00 2.2258559996e+00 -3.3613688051e-01
125330 2457502.87417 1208 0.0682 -3.4903634069e+05 1.6474857442e+03 -1.7073131288e+03 -1.2434454811e+00 7.0378359924e+00 -2.6879720441e-01 1.2893652174e+05 -1.3747363869e+03 -1.4937662743e+03 2.9995487131e+00 2.2093214812e+00 -2.9338605192e-01
125331 2457502.89460 1046 0.0699 -3.4847508046e+05 1.6447796942e+03 -1.6931296356e+03 -1.2406846073e+00 6.9937632387e+00 -2.2803056593e-01 1.2781673370e+05 -1.3658204495e+03 -1.4871825432e+03 2.9817105314e+00 2.1813101518e+00 -3.1201176357e-01
125332 2457502.91504 1202 0.0688 -3.4783720158e+05 1.6395668032e+03 -1.6982120905e+03 -1.2302429777e+00 7.0103468425e+00 -2.3899170388e-01 1.2929405377e+05 -1.3764405017e+03 -1.4842485073e+03 3.0009703372e+00 2.1742141924e+00 -2.9343263563e-01
125333 2457502.93547 1024 0.0665 -3.4657196955e+05 1.6322236865e+03 -1.6784116325e+03 -1.2192765652e+00 6.9590913716e+00 -1.3082314848e-01 1.3108556978e+05 -1.3868147294e+03 -1.4556901961e+03 3.0160897374e+00 2.0933177710e+00 -1.7180881887e-01
125334 2457502.95591 748 0.0668 -3.4773444511e+05 1.6393437893e+03 -1.6930707901e+03 -1.2302524200e+00 7.0024764075e+00 -1.8487485874e-01 1.3016365528e+05 -1.3797114661e+03 -1.4528111983e+03 3.0023651871e+00 2.0812836433e+00 -1.7927579988e-01
125335 2457502.97633 126 0.0684 -3.5235044534e+05 1.6596800885e+03 -1.8291457179e+03 -1.2436867455e+00 7.4799325960e+00 -3.0710347533e-01 1.3319414961e+05 -1.3961375865e+03 -1.3940558204e+03 3.0232201907e+00 1.8944654089e+00 -2.9992383425e-02
125337 2457503.01721 953 0.0666 -3.4890509730e+05 1.6470314226e+03 -1.7020909205e+03 -1.2432850083e+00 7.0240139898e+00 -2.4138669882e-01 1.2801954737e+05 -1.3687740251e+03 -1.5016374631e+03 2.9910123882e+00 2.2578867602e+00 -1.9610480203e-01
125338 2457503.03765 1066 0.0694 -3.4842722834e+05 1.6438849124e+03 -1.6984700239e+03 -1.2385432003e+00 7.0033986649e+00 -2.7778183663e-01 1.2949828653e+05 -1.3805058243e+03 -1.5099716238e+03 3.0128524636e+00 2.2624335983e+00 -3.2660529406e-01
125339 2457503.05809 1190 0.0695 -3.4917177533e+05 1.6488867299e+03 -1.7033737227e+03 -1.2466351714e+00 7.0259969407e+00 -2.5547744472e-01 1.2916895656e+05 -1.3754828914e+03 -1.4840727909e+03 2.9991608446e+00 2.1739635121e+00 -2.9152446905e-01
